,team_num,Team,Efficiency: (Wins/avg_Time),Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
0,43305,"nidoqueen, weezing, chansey, muk, onix, nidoking",,0,,,19.53,11.09,74,1,25,0,lapras,52
1,46829,"machamp, arcanine, kingler, seaking, lapras, dugtrio",,0,,,22.57,4.7,10,2,87,1,gengar,46
2,42937,"machoke, exeggutor, rapidash, arbok, ivysaur, seadra",,0,,,14.5,6.0,65,10,25,0,lapras,28
3,42545,"alakazam, chansey, dugtrio, machop, sandslash, butterfree",,0,,,12.81,6.69,88,2,10,0,jynx,41
4,41450,"mewtwo, scyther, kakuna, bulbasaur, pidgeotto, ninetales",,0,,,9.51,3.75,89,7,3,1,draw,54
5,41822,"weezing, venonat, koffing, seaking, gengar, magikarp",1.0604113110539846,33,31.12,3.66,18.39,7.77,33,2,23,9,gengar,32
6,48369,"dragonite, venomoth, articuno, goldeen, clefairy, seel",0.0263157894736842,1,38.0,,15.48,5.47,90,0,9,0,lapras,37
7,49529,"dodrio, goldeen, metapod, butterfree, vaporeon, venonat",,0,,,14.25,4.46,99,1,0,0,cloyster,34
8,40210,"wigglytuff, rhydon, nidoran-f, machoke, sandshrew, raticate",,0,,,11.67,3.08,100,0,0,0,slowbro,38
9,42683,"pinsir, dragonite, hitmonlee, jigglypuff, hitmonchan, fearow",,0,,,15.43,5.42,45,1,54,0,gengar,34
10,42124,"pidgey, shellder, seadra, vaporeon, wartortle, kabutops",,0,,,22.7,7.35,86,8,6,0,slowbro,37
11,43764,"vileplume, graveler, koffing, nidoran-f, seadra, koffing",,0,,,10.76,5.31,78,4,18,0,lapras,40
12,45688,"alakazam, graveler, seadra, charizard, dewgong, farfetch'd",,0,,,21.02,8.35,73,8,19,0,lapras,34
13,49148,"golbat, zubat, voltorb, spearow, aerodactyl, jynx",0.0334448160535117,1,29.9,,11.79,6.17,75,10,14,0,slowbro,32
14,40671,"kabuto, golduck, jolteon, alakazam, ekans, sandshrew",,0,,,12.51,3.93,87,7,6,0,lapras,70
15,41796,"meowth, omanyte, magikarp, diglett, gengar, vulpix",0.3763643206624012,10,26.57,4.01,16.43,7.5,44,10,25,11,lapras,18
16,41031,"grimer, vaporeon, nidoking, horsea, exeggutor, fearow",,0,,,21.55,8.51,63,7,30,0,lapras,49
17,48708,"farfetch'd, pikachu, seel, raticate, sandslash, rhydon",,0,,,13.24,5.26,91,8,1,0,slowbro,36
18,41747,"gengar, mr. mime, cubone, porygon, dugtrio, dodrio",1.668752607425949,40,23.97,3.88,16.55,6.38,20,1,24,15,gengar,23
19,44019,"grimer, magneton, golduck, kabutops, mr. mime, mankey",,0,,,21.33,6.62,28,20,52,0,gengar,45
20,45659,"zubat, doduo, dugtrio, ivysaur, zubat, dugtrio",,0,,,7.01,2.91,99,0,1,0,cloyster,40
21,40107,"poliwag, mew, staryu, poliwrath, gyarados, omanyte",,0,,,26.77,8.17,35,1,64,0,gengar,47
22,49199,"kakuna, dragonair, moltres, psyduck, gastly, nidoran-m",,0,,,11.07,4.75,96,1,3,0,slowbro,45
