,team_num,Team,Efficiency: (Wins/avg_Time),Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
0,5889,"sandslash, kangaskhan, metapod, dragonite, goldeen, jigglypuff",,0,,,13.29,5.71,82,4,14,0,lapras,39
1,459,"gengar, arcanine, rhydon, ponyta, alakazam, dugtrio",2.068661971830986,47,22.72,2.62,14.22,5.23,17,0,28,8,gengar,21
2,1242,"nidorino, graveler, ditto, poliwrath, muk, scyther",,0,,,17.46,6.43,63,12,25,0,lapras,46
3,8909,"ponyta, charmeleon, pikachu, moltres, rhyhorn, omanyte",,0,,,10.53,3.29,97,1,2,0,slowbro,46
4,1997,"onix, shellder, voltorb, chansey, rhydon, venonat",,0,,,11.1,4.51,100,0,0,0,cloyster,56
5,7409,"meowth, pinsir, victreebel, venonat, lapras, muk",,0,,,23.6,6.71,17,11,72,0,gengar,47
6,2357,"seaking, ivysaur, krabby, omastar, scyther, clefable",,0,,,17.63,7.02,73,7,20,0,lapras,40
7,2882,"omanyte, slowbro, seadra, dragonite, blastoise, caterpie",,0,,,27.14,7.92,47,4,49,0,lapras,37
8,3965,"lapras, mankey, flareon, raichu, drowzee, kakuna",,0,,,14.72,3.89,90,9,1,0,jynx,57
9,3517,"ekans, rapidash, persian, marowak, seadra, ekans",,0,,,9.98,2.92,100,0,0,0,slowbro,61
10,6249,"growlithe, kabutops, butterfree, gengar, kingler, meowth",1.388888888888889,39,28.08,3.17,20.43,5.89,10,6,37,8,gengar,34
11,1623,"alakazam, porygon, marowak, charmeleon, charmander, machoke",,0,,,9.01,2.33,97,3,0,0,slowbro,47
12,1184,"seaking, fearow, seel, horsea, meowth, weedle",,0,,,10.54,3.56,100,0,0,0,slowbro,50
13,6628,"growlithe, magikarp, cubone, porygon, zubat, jigglypuff",,0,,,8.59,3.15,100,0,0,0,cloyster,65
14,3176,"squirtle, nidoqueen, spearow, marowak, fearow, poliwhirl",,0,,,10.08,3.01,99,0,1,0,slowbro,51
15,2736,"golbat, starmie, horsea, venomoth, magikarp, tauros",,0,,,13.71,4.45,100,0,0,0,slowbro,29
16,7068,"zapdos, tauros, growlithe, ponyta, rhydon, voltorb",,0,,,12.44,5.49,45,23,32,0,lapras,39
17,2091,"sandshrew, jigglypuff, paras, nidoking, gloom, abra",,0,,,8.51,3.39,100,0,0,0,jynx,53
18,2040,"pidgeot, seaking, poliwag, machoke, tentacool, bulbasaur",,0,,,10.87,3.41,92,7,1,0,jynx,53
19,3600,"electrode, caterpie, dragonite, pidgey, machoke, dragonair",,0,,,9.52,3.39,92,6,2,0,lapras,32
20,1155,"persian, pinsir, machamp, paras, muk, ninetales",,0,,,15.35,6.09,60,7,33,0,draw,47
21,6298,"doduo, electabuzz, exeggutor, kabutops, kabutops, metapod",,0,,,19.3,6.97,33,17,50,0,gengar,49
22,3261,"voltorb, bulbasaur, magnemite, tentacruel, pidgeot, dugtrio",,0,,,12.79,5.46,79,15,6,0,lapras,58
23,2386,"dewgong, hitmonchan, voltorb, grimer, chansey, ninetales",,0,,,24.12,9.12,88,10,2,0,draw,65
24,28,"nidoran-m, kakuna, tentacool, slowbro, golbat, rattata",,0,,,20.1,7.59,70,21,7,2,cloyster,46
25,2853,"rhyhorn, dragonite, rhydon, snorlax, weezing, sandslash",,0,,,27.71,9.32,22,2,76,0,gengar,68
26,2421,"machop, seaking, gloom, ninetales, venusaur, zubat",,0,,,9.87,3.57,84,11,5,0,lapras,53
27,1293,"muk, blastoise, seadra, mew, geodude, pidgey",,0,,,21.72,7.56,69,10,21,0,lapras,49
28,488,"persian, venonat, seadra, chansey, alakazam, poliwhirl",,0,,,18.62,6.55,97,3,0,0,slowbro,33
29,1534,"ditto, geodude, dragonair, machamp, nidorino, chansey",,0,,,16.91,6.36,96,3,1,0,jynx,50
30,1946,"bulbasaur, butterfree, primeape, blastoise, pinsir, meowth",,0,,,16.47,5.51,39,5,56,0,lapras,34
31,5858,"venusaur, scyther, articuno, weepinbell, dewgong, metapod",,0,,,17.2,5.87,71,3,26,0,lapras,38
32,5113,"blastoise, tentacruel, cloyster, parasect, ekans, ivysaur",,0,,,17.84,5.89,46,5,49,0,gengar,39
33,9174,"nidorino, tentacool, squirtle, kabuto, venonat, farfetch'd",,0,,,11.11,3.31,100,0,0,0,slowbro,41
34,8093,"drowzee, weepinbell, cubone, clefable, arcanine, eevee",,0,,,14.36,5.27,96,3,1,0,slowbro,32
35,8734,"dragonite, arbok, nidoking, jolteon, hitmonchan, jynx",0.0333333333333333,1,30.0,,16.65,7.22,48,4,47,0,gengar,37
36,4753,"nidoran-m, dugtrio, persian, gengar, abra, alakazam",0.9495982468955442,26,27.38,3.87,13.81,6.63,46,1,22,5,draw,28
37,616,"metapod, exeggcute, slowbro, sandshrew, weepinbell, nidorino",,0,,,19.67,7.3,74,13,13,0,cloyster,33
38,7646,"tentacool, slowbro, charmeleon, raticate, rhydon, mewtwo",,0,,,23.41,8.73,66,0,33,1,jynx,36
39,2118,"electabuzz, electabuzz, abra, tauros, geodude, starmie",0.0273972602739726,1,36.5,,12.99,5.14,72,16,11,0,lapras,49
40,3758,"lickitung, rapidash, voltorb, magneton, nidorino, poliwag",,0,,,13.32,4.83,83,11,6,0,lapras,52
41,6006,"parasect, poliwhirl, blastoise, lickitung, gengar, victreebel",1.5706806282722514,57,36.29,4.52,27.11,6.37,4,3,33,3,gengar,49
42,8880,"cubone, tauros, gastly, bellsprout, pidgeotto, caterpie",,0,,,8.86,2.85,93,5,2,0,jynx,37
43,4495,"kingler, gloom, magnemite, caterpie, ivysaur, rhydon",,0,,,10.47,3.89,87,8,5,0,lapras,74
44,8355,"persian, rhydon, pikachu, machoke, golem, dragonair",,0,,,12.67,6.08,70,6,24,0,lapras,47
45,277,"magnemite, goldeen, gloom, exeggutor, dragonite, arbok",,0,,,18.08,6.98,43,26,31,0,lapras,28
46,4332,"krabby, tentacruel, tangela, exeggutor, machoke, pidgeotto",,0,,,16.26,6.17,72,12,16,0,lapras,34
47,5572,"poliwhirl, gyarados, kakuna, paras, dodrio, ditto",,0,,,14.08,4.48,66,11,23,0,lapras,46
48,5900,"vulpix, arbok, machop, bellsprout, jolteon, magmar",,0,,,11.11,4.76,84,15,1,0,slowbro,34
49,9967,"onix, pidgeot, weepinbell, paras, weedle, tauros",,0,,,8.79,2.47,100,0,0,0,cloyster,67
50,9515,"arbok, weezing, jigglypuff, chansey, aerodactyl, venusaur",,0,,,18.51,9.04,73,9,18,0,lapras,34
51,6815,"eevee, wigglytuff, nidorino, mankey, clefable, tentacool",,0,,,15.49,6.35,94,6,0,0,jynx,38
52,6467,"bulbasaur, persian, rattata, weedle, nidoqueen, porygon",,0,,,7.64,2.06,100,0,0,0,slowbro,56
53,3339,"articuno, growlithe, slowbro, dragonite, lickitung, rhydon",0.0277008310249307,1,36.1,,22.69,7.45,70,0,29,0,lapras,60
54,7580,"mew, gengar, drowzee, mankey, venusaur, poliwhirl",1.393418321968574,47,33.73,6.41,26.4,8.54,10,0,31,12,gengar,41
55,2579,"abra, pikachu, growlithe, metapod, graveler, porygon",,0,,,8.31,2.42,98,1,1,0,slowbro,56
56,7227,"moltres, primeape, voltorb, muk, wigglytuff, electabuzz",,0,,,16.41,6.34,74,8,18,0,lapras,41
57,7923,"dratini, nidoran-m, nidoran-m, magneton, raticate, krabby",,0,,,9.88,2.79,93,7,0,0,lapras,56
58,7551,"eevee, nidorina, doduo, porygon, haunter, gengar",1.229120705956508,39,31.73,3.01,19.26,8.07,24,2,32,3,gengar2,31
59,6311,"fearow, arcanine, weepinbell, blastoise, machoke, nidoqueen",,0,,,16.12,6.77,59,7,34,0,lapras,41
60,9263,"goldeen, pinsir, lickitung, weedle, staryu, golbat",,0,,,12.18,4.55,91,4,5,0,lapras,45
61,5204,"nidoran-f, diglett, exeggcute, wartortle, bellsprout, gloom",,0,,,9.44,3.33,94,6,0,0,jynx,52
62,501,"pidgeotto, kangaskhan, porygon, starmie, kangaskhan, haunter",0.2614758861127251,9,34.42,3.96,24.41,7.69,25,0,61,5,gengar,48
63,973,"drowzee, magnemite, diglett, exeggcute, rhydon, cubone",,0,,,9.09,2.38,100,0,0,0,cloyster,38
64,4444,"dugtrio, seel, charmander, caterpie, dugtrio, kabutops",,0,,,12.92,5.47,92,4,4,0,slowbro,52
65,4836,"exeggutor, clefable, squirtle, machoke, growlithe, sandshrew",,0,,,19.91,9.6,66,9,25,0,lapras,53
66,8851,"gyarados, kangaskhan, snorlax, nidoran-m, oddish, golbat",0.0693240901213171,2,28.85,1.34,19.93,5.03,9,0,88,1,gengar,64
67,8423,"shellder, golbat, rattata, arbok, moltres, cubone",,0,,,10.05,2.57,100,0,0,0,slowbro,66
68,8384,"rattata, tauros, kabuto, voltorb, weezing, seel",,0,,,12.18,4.07,93,4,3,0,jynx,37
69,6770,"mew, charizard, wigglytuff, dragonite, nidoqueen, magmar",0.021505376344086,1,46.5,,28.04,10.57,56,5,37,1,lapras,30
70,3789,"porygon, koffing, cloyster, nidoqueen, kangaskhan, magikarp",,0,,,15.9,5.37,67,5,28,0,lapras,45
71,7130,"wigglytuff, diglett, dragonair, krabby, nidorina, tentacruel",,0,,,12.44,3.34,100,0,0,0,slowbro,61
72,7697,"muk, bulbasaur, venusaur, machop, slowbro, weepinbell",,0,,,21.28,7.36,64,20,16,0,lapras,41
73,4025,"blastoise, zapdos, scyther, graveler, machop, jolteon",0.2727981293842556,7,25.66,4.01,18.45,4.12,5,5,82,1,gengar,46
74,160,"spearow, alakazam, jolteon, mew, slowbro, graveler",,0,,,23.33,9.71,72,3,24,1,lapras,69
75,8042,"tangela, pikachu, horsea, muk, goldeen, hitmonchan",,0,,,14.75,5.09,95,5,0,0,slowbro,40
