,team_num,Team,Efficiency: (Wins/avg_Time),Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
0,10110,"machop, mr. mime, rhydon, meowth, alakazam, hitmonlee",,0,,,11.09,5.23,75,13,12,0,lapras,30
1,19629,"pidgeot, bellsprout, vileplume, gastly, gyarados, electabuzz",0.0626959247648902,2,31.9,0.99,18.67,5.8,20,11,67,0,gengar,36
2,18069,"magnemite, mankey, geodude, lickitung, ekans, ninetales",,0,,,8.97,2.11,100,0,0,0,lapras,40
3,11750,"poliwrath, parasect, exeggcute, gengar, charizard, mankey",1.6788089958821666,53,31.57,3.48,22.32,5.3,4,4,35,4,gengar,49
4,12645,"ekans, sandshrew, moltres, parasect, charmeleon, poliwrath",,0,,,14.9,6.76,79,8,13,0,lapras,31
5,13005,"krabby, kabuto, nidorina, vaporeon, exeggutor, clefable",,0,,,25.73,8.85,32,19,49,0,gengar,41
6,11496,"ekans, dugtrio, primeape, goldeen, gastly, hitmonchan",0.0357142857142857,1,28.0,,14.44,6.03,47,9,41,2,lapras,26
7,18408,"magnemite, exeggutor, parasect, grimer, pidgey, golbat",,0,,,12.72,5.55,89,7,4,0,lapras,32
8,11331,"mew, primeape, rhyhorn, jigglypuff, nidoran-m, venonat",,0,,,15.44,5.48,96,2,2,0,lapras,36
9,15588,"mewtwo, metapod, krabby, hitmonlee, kabuto, pidgey",,0,,,10.38,4.21,75,7,18,0,lapras,43
10,10571,"jynx, gloom, electrode, dewgong, doduo, kingler",,0,,,20.21,7.08,44,15,41,0,lapras,36
11,10903,"ninetales, shellder, vaporeon, magikarp, krabby, victreebel",,0,,,17.72,4.93,95,3,2,0,jynx,33
12,19248,"pidgey, kadabra, raichu, kabutops, nidorina, jolteon",,0,,,14.14,5.89,61,26,13,0,lapras,30
13,13816,"victreebel, ekans, porygon, blastoise, machop, sandshrew",,0,,,11.95,3.98,86,4,10,0,lapras,56
14,13464,"weepinbell, squirtle, ditto, electabuzz, magnemite, eevee",,0,,,13.35,5.02,95,4,1,0,lapras,43
15,12583,"parasect, raichu, weedle, vileplume, horsea, magmar",,0,,,12.32,5.04,84,13,3,0,lapras,40
16,17908,"slowbro, graveler, lickitung, tentacruel, kabuto, marowak",0.0467836257309941,2,42.75,3.46,21.99,6.87,75,1,22,0,lapras,50
17,12224,"chansey, ekans, wartortle, drowzee, pidgey, hypno",,0,,,13.2,5.16,100,0,0,0,cloyster,39
18,12920,"voltorb, shellder, flareon, kingler, zubat, slowpoke",,0,,,11.87,2.85,98,2,0,0,slowbro,66
19,12552,"fearow, nidoran-f, omastar, exeggutor, ivysaur, abra",,0,,,15.36,5.76,69,17,14,0,draw,68
20,13312,"omanyte, eevee, vileplume, hitmonchan, dugtrio, tangela",,0,,,14.78,5.45,55,22,22,1,lapras,32
21,10207,"magmar, dratini, poliwhirl, hitmonchan, venomoth, sandshrew",,0,,,13.98,6.01,67,14,19,0,lapras,40
