,team_num,Team,Efficiency: (Wins/avg_Time),Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
0,459,"nidoking, staryu, mankey, farfetch'd, seadra, cloyster",,0,,,12.87,5.23,89,4,7,0,lapras,51
1,28,"paras, rattata, vileplume, gyarados, kadabra, lickitung",,0,,,13.42,5.02,59,20,21,0,lapras,50
2,488,"mew, geodude, charizard, vileplume, poliwag, tauros",,0,,,20.36,8.43,61,11,28,0,lapras,52
3,616,"nidoran-m, mr. mime, pidgeotto, magnemite, mewtwo, scyther",,0,,,12.26,3.4,92,5,3,0,lapras,55
4,277,"machamp, gengar, nidoran-m, nidorino, mr. mime, paras",1.5843429636533084,34,21.46,2.69,14.24,5.82,25,4,22,15,gengar,28
5,501,"nidoqueen, jynx, golduck, eevee, scyther, slowpoke",,0,,,15.76,5.54,65,17,18,0,lapras,49
6,973,"kabuto, cloyster, clefairy, vulpix, magnemite, koffing",,0,,,14.77,4.18,94,5,1,0,lapras,57
7,160,"raichu, pinsir, sandslash, ninetales, scyther, ninetales",,0,,,13.37,6.44,71,13,16,0,draw,68
8,85,"snorlax, ponyta, pidgeotto, spearow, caterpie, primeape",,0,,,19.11,9.39,54,40,6,0,lapras,22
9,382,"nidoran-f, tauros, machop, kabutops, weedle, cubone",,0,,,10.22,4.05,91,3,6,0,slowbro,33
10,857,"bellsprout, diglett, pinsir, kakuna, charizard, primeape",,0,,,10.86,5.34,76,4,20,0,lapras,41
11,425,"alakazam, magneton, machop, scyther, flareon, alakazam",,0,,,14.59,6.48,55,22,18,5,draw,38
12,732,"butterfree, machamp, blastoise, raichu, exeggutor, machamp",,0,,,21.86,5.34,13,3,84,0,gengar,39
13,353,"chansey, nidorino, oddish, omanyte, nidorino, ponyta",,0,,,12.56,5.93,93,7,0,0,slowbro,39
14,886,"venonat, clefable, bulbasaur, psyduck, ivysaur, shellder",,0,,,14.66,5.0,98,1,1,0,cloyster,26
15,54,"raticate, raichu, pidgey, voltorb, farfetch'd, golbat",,0,,,10.25,3.3,94,6,0,0,lapras,25
16,8,"kabuto, graveler, omanyte, pidgey, rattata, seaking",,0,,,11.31,3.01,92,4,4,0,lapras,37
17,82,"golduck, horsea, fearow, dragonair, drowzee, golduck",,0,,,12.21,4.34,90,6,4,0,lapras,29
18,422,"kangaskhan, clefairy, poliwhirl, muk, jigglypuff, magnemite",,0,,,16.59,6.37,83,10,7,0,lapras,44
19,850,"exeggutor, chansey, gastly, diglett, jolteon, slowpoke",,0,,,16.44,8.07,74,10,16,0,lapras,42
20,385,"pidgey, gastly, poliwhirl, jigglypuff, dewgong, dodrio",,0,,,18.34,7.51,61,15,24,0,lapras,39
21,735,"shellder, farfetch'd, jynx, rhydon, charmeleon, ivysaur",,0,,,13.58,6.2,65,9,26,0,slowbro,41
22,881,"lapras, flareon, gengar, sandslash, voltorb, ponyta",1.4057507987220448,44,31.3,4.87,24.19,6.74,4,6,36,10,gengar,34
23,354,"machop, abra, tentacool, venonat, staryu, doduo",,0,,,9.21,3.69,100,0,0,0,slowbro,43
24,53,"goldeen, diglett, lapras, victreebel, vaporeon, nidorina",,0,,,23.04,6.26,31,41,28,0,hitmonchan,21
25,908,"kangaskhan, ditto, venomoth, machop, shellder, fearow",,0,,,13.71,5.27,94,3,3,0,lapras,49
26,798,"magneton, jigglypuff, grimer, kangaskhan, charizard, eevee",,0,,,18.26,5.81,34,31,35,0,gengar,33
27,749,"seadra, hypno, gyarados, charizard, marowak, graveler",0.0518134715025906,2,38.6,2.12,20.04,7.41,54,4,39,1,lapras,49
28,328,"diglett, goldeen, kakuna, fearow, slowpoke, meowth",,0,,,9.04,2.82,100,0,0,0,cloyster,42
29,611,"primeape, electrode, magnemite, bellsprout, squirtle, rapidash",,0,,,10.78,4.11,73,16,11,0,lapras,57
30,270,"jynx, kingler, nidoran-f, clefable, seaking, sandslash",,0,,,22.76,9.88,44,8,48,0,lapras,39
31,974,"slowbro, pikachu, eevee, nidoran-f, magnemite, growlithe",,0,,,18.07,5.58,79,15,6,0,lapras,37
32,506,"clefairy, fearow, exeggcute, seaking, hitmonchan, omastar",,0,,,17.46,7.97,82,5,13,0,lapras,43
33,167,"snorlax, slowpoke, scyther, weedle, cubone, lapras",,0,,,27.7,10.42,33,38,29,0,machamp,31
34,1,"caterpie, magmar, pidgey, alakazam, tangela, jynx",,0,,,12.59,5.09,85,12,2,1,lapras,42
35,663,"zapdos, pidgey, rapidash, nidoran-f, vileplume, kakuna",,0,,,12.04,5.63,51,26,22,1,lapras,25
36,202,"aerodactyl, kabutops, tauros, magnemite, spearow, nidoking",,0,,,14.91,5.73,47,11,42,0,lapras,43
37,906,"jynx, weezing, electabuzz, clefairy, poliwhirl, growlithe",,0,,,16.6,7.6,62,24,14,0,lapras,36
38,574,"bulbasaur, flareon, poliwag, kangaskhan, rattata, raichu",,0,,,11.44,4.01,81,15,4,0,jynx,48
39,115,"flareon, growlithe, haunter, abra, vileplume, golduck",0.4014720642355303,12,29.89,2.5,17.63,7.06,33,6,38,11,lapras,27
