,team_num,Team,Efficiency: (Wins/avg_Time),Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
0,74899,"onix, graveler, exeggutor, haunter, rattata, lapras",0.4230118443316413,15,35.46,4.44,22.76,8.08,26,1,55,3,gengar,42
1,71860,"jynx, poliwag, paras, tentacool, golem, nidoran-m",,0,,,10.82,5.21,82,4,14,0,slowbro,48
2,71412,"nidoran-m, onix, kadabra, hitmonchan, staryu, magneton",,0,,,11.82,3.82,91,7,2,0,lapras,52
3,70987,"charizard, primeape, geodude, beedrill, chansey, magnemite",,0,,,13.28,4.93,78,11,11,0,jynx,36
4,70252,"hypno, mankey, geodude, haunter, mankey, nidoking",0.2400548696844993,7,29.16,1.77,13.83,6.96,56,6,25,6,lapras,34
5,79919,"charmander, koffing, weedle, mr. mime, butterfree, pikachu",,0,,,8.67,2.62,100,0,0,0,jynx,41
6,73892,"pikachu, clefairy, rhyhorn, electrode, snorlax, seadra",,0,,,25.7,11.51,55,27,18,0,lapras,42
7,73347,"clefairy, geodude, seadra, omanyte, moltres, geodude",,0,,,16.91,5.74,100,0,0,0,slowbro,52
8,76419,"hitmonchan, machop, nidorina, omanyte, muk, farfetch'd",,0,,,12.38,5.51,79,2,19,0,lapras,44
9,77259,"parasect, pikachu, gengar, rattata, drowzee, arbok",1.4471243042671615,39,26.95,3.96,17.06,7.64,27,9,18,7,gengar,36
10,72507,"magmar, hitmonlee, ninetales, jolteon, beedrill, poliwag",,0,,,15.23,5.89,58,23,19,0,lapras,37
11,72975,"nidorino, lickitung, magmar, squirtle, alakazam, jynx",,0,,,14.06,5.43,84,8,8,0,lapras,42
12,70194,"sandshrew, slowpoke, machop, mew, victreebel, mewtwo",,0,,,19.33,8.4,75,6,17,2,jynx,36
13,70633,"porygon, meowth, ninetales, hitmonchan, machoke, seadra",,0,,,11.12,3.1,93,5,2,0,slowbro,34
14,71073,"fearow, dodrio, jynx, kabuto, poliwrath, poliwag",,0,,,17.67,6.6,45,15,40,0,gengar,30
15,72166,"abra, sandshrew, venusaur, gyarados, bellsprout, ditto",,0,,,15.66,6.59,52,3,45,0,lapras,33
16,77638,"vulpix, jolteon, beedrill, magikarp, kabutops, weedle",,0,,,10.83,4.06,86,10,4,0,slowbro,36
17,73081,"spearow, parasect, squirtle, zubat, jynx, arbok",,0,,,10.51,4.04,89,11,0,0,cloyster,38
18,76078,"zapdos, dratini, lickitung, electrode, marowak, hypno",0.0436681222707423,1,22.9,,15.63,6.08,31,25,42,1,lapras,26
19,73726,"weepinbell, lickitung, machamp, spearow, zubat, seadra",,0,,,9.9,2.79,99,1,0,0,slowbro,49
20,73050,"dodrio, charmander, abra, venusaur, primeape, alakazam",,0,,,12.06,5.45,74,6,18,2,lapras,30
21,72610,"magikarp, ditto, nidorina, slowbro, magneton, vulpix",,0,,,24.54,7.32,91,6,3,0,lapras,42
