,team_num,Team,Efficiency: (Wins/avg_Time),Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
0,22607,"dratini, diglett, charizard, tauros, zubat, kingler",,0,,,9.93,3.69,92,3,4,1,slowbro,39
1,27159,"lapras, haunter, omastar, magnemite, slowpoke, rattata",0.5715918833952558,20,34.99,4.77,23.99,6.43,11,10,55,4,gengar,48
2,26719,"nidoran-f, squirtle, dragonair, jynx, kingler, pidgey",,0,,,13.31,5.19,60,28,12,0,slowbro,25
3,23047,"tentacruel, kabutops, paras, graveler, magmar, magmar",0.0238095238095238,1,42.0,,21.29,7.17,34,5,59,1,gengar,37
4,20152,"persian, dragonite, horsea, parasect, marowak, fearow",,0,,,10.99,4.07,95,3,2,0,cloyster,34
5,21712,"dragonite, doduo, tentacool, graveler, jolteon, articuno",,0,,,11.18,4.27,95,0,5,0,lapras,61
6,23381,"vaporeon, paras, zubat, weezing, lapras, graveler",,0,,,26.91,7.95,22,21,57,0,gengar,42
7,23426,"scyther, blastoise, charmeleon, dragonair, slowpoke, electabuzz",,0,,,14.89,5.44,72,13,15,0,lapras,54
8,23854,"koffing, magneton, hitmonchan, electabuzz, horsea, kabutops",,0,,,17.34,5.32,24,26,49,1,gengar,38
9,26378,"gyarados, poliwhirl, fearow, nidoqueen, venusaur, tauros",,0,,,18.14,4.25,17,9,74,0,gengar,50
10,27538,"magnemite, blastoise, moltres, machop, seaking, sandshrew",,0,,,16.36,6.37,66,2,32,0,lapras,49
11,22266,"zapdos, sandshrew, dugtrio, onix, oddish, jigglypuff",0.053475935828877,1,18.7,,12.77,5.73,38,25,36,0,lapras,25
12,21373,"rattata, drowzee, slowpoke, sandslash, scyther, mewtwo",,0,,,12.78,3.79,97,0,3,0,jynx,57
13,28838,"electabuzz, hitmonlee, magneton, tauros, machop, mew",,0,,,18.81,5.56,16,39,45,0,gengar,34
14,20294,"pidgeot, nidoran-f, magikarp, poliwrath, fearow, charizard",,0,,,14.41,5.27,78,13,9,0,lapras,39
15,20941,"nidoran-f, porygon, charmander, nidoking, meowth, kangaskhan",,0,,,10.99,4.07,87,5,8,0,slowbro,39
16,20533,"wartortle, geodude, dratini, ponyta, gengar, weezing",1.1161492849668642,32,28.67,2.98,17.85,6.88,29,3,28,8,gengar,24
17,20245,"dodrio, chansey, abra, kadabra, spearow, gloom",,0,,,10.35,5.1,99,0,1,0,jynx,53
18,25969,"fearow, spearow, dratini, flareon, dodrio, drowzee",,0,,,8.48,2.5,100,0,0,0,cloyster,38
19,20990,"weezing, ekans, gyarados, magneton, sandshrew, ditto",,0,,,18.43,5.26,31,14,55,0,gengar,33
20,21877,"tangela, tentacruel, charizard, hitmonchan, slowpoke, gengar",0.6169527896995708,23,37.28,3.43,24.96,7.26,19,1,55,2,gengar2,37
21,21405,"dragonair, victreebel, hypno, weepinbell, metapod, mew",,0,,,14.44,5.19,87,8,5,0,lapras,42
22,22510,"jolteon, ponyta, farfetch'd, vaporeon, machop, diglett",,0,,,13.61,4.51,89,10,1,0,jynx,29
23,22962,"exeggcute, charizard, tentacool, koffing, rhyhorn, persian",,0,,,10.31,4.07,91,6,3,0,lapras,41
24,23350,"golduck, dratini, kangaskhan, hitmonlee, mankey, nidoking",,0,,,14.39,5.37,49,7,44,0,gengar,37
25,23885,"mewtwo, hitmonchan, chansey, electrode, weepinbell, cloyster",0.1153846153846153,3,26.0,2.69,20.45,7.23,27,6,64,0,gengar,36
26,21064,"machop, koffing, ponyta, rattata, horsea, ninetales",,0,,,7.79,2.18,100,0,0,0,draw,46
27,20624,"cubone, oddish, ponyta, oddish, golbat, beedrill",,0,,,9.62,4.37,84,13,2,1,lapras,42
28,20183,"ekans, pinsir, persian, pinsir, caterpie, butterfree",,0,,,11.85,4.98,74,4,22,0,lapras,26
29,23731,"magnemite, omastar, tangela, mr. mime, pikachu, venomoth",,0,,,13.71,3.4,92,7,1,0,jynx,50
30,23096,"dodrio, flareon, diglett, zapdos, dodrio, rapidash",0.0334448160535117,1,29.9,,14.77,5.84,38,14,47,0,gengar,35
31,22171,"charmeleon, nidoqueen, rhydon, wigglytuff, rhydon, metapod",,0,,,10.66,3.48,96,1,3,0,slowbro,51
32,27188,"rhyhorn, primeape, articuno, alakazam, poliwhirl, ninetales",0.029585798816568,1,33.8,,12.77,5.74,77,0,19,3,draw,59
33,22448,"rattata, scyther, hitmonlee, hitmonlee, porygon, primeape",,0,,,9.18,3.36,94,3,3,0,lapras,43
34,27316,"raichu, chansey, butterfree, spearow, tauros, nidorina",,0,,,12.55,5.22,99,1,0,0,cloyster,46
35,26556,"kabutops, tentacool, nidoking, pidgeot, electrode, victreebel",,0,,,16.77,4.73,29,23,48,0,gengar,28
36,26924,"lickitung, electrode, golem, magikarp, poliwrath, weezing",0.0341296928327645,1,29.3,,18.88,6.99,40,3,56,0,gengar,42
37,23208,"articuno, omastar, golbat, metapod, staryu, diglett",,0,,,13.86,4.02,96,0,4,0,jynx,47
38,25831,"golem, pikachu, psyduck, articuno, machoke, exeggutor",0.0478468899521531,1,20.9,,17.18,5.99,35,2,60,2,gengar,42
39,25443,"poliwhirl, oddish, nidoking, tentacool, gyarados, dragonair",,0,,,17.25,5.98,38,6,56,0,gengar,35
40,29424,"charmander, venomoth, cloyster, vileplume, charmeleon, pidgeot",,0,,,15.28,4.78,85,8,7,0,draw,50
41,29856,"pinsir, magnemite, growlithe, snorlax, rhyhorn, geodude",,0,,,20.26,8.61,33,14,53,0,gengar,35
42,29383,"tauros, caterpie, kadabra, kakuna, jolteon, tentacruel",,0,,,11.3,3.78,95,5,0,0,slowbro,39
43,28264,"psyduck, beedrill, seel, alakazam, wigglytuff, nidoran-f",,0,,,11.92,4.77,100,0,0,0,slowbro,38
44,24203,"parasect, rhydon, butterfree, alakazam, nidorino, nidoqueen",,0,,,11.07,4.31,92,4,4,0,lapras,49
45,23669,"chansey, parasect, zubat, haunter, kabutops, exeggcute",0.0817661488143908,4,48.92,11.89,21.36,10.93,53,9,30,4,lapras,33
46,26137,"omanyte, hitmonchan, cloyster, raticate, arcanine, raticate",,0,,,13.97,3.3,83,8,9,0,lapras,60
47,26690,"pinsir, sandslash, fearow, weedle, seadra, sandshrew",,0,,,11.21,4.46,87,2,11,0,lapras,48
48,27777,"zubat, scyther, ninetales, goldeen, dragonite, tentacruel",,0,,,12.9,4.39,92,7,1,0,jynx,35
49,22029,"snorlax, ninetales, electrode, golem, vaporeon, porygon",,0,,,30.43,10.21,16,12,71,1,gengar,28
50,28605,"magnemite, jigglypuff, caterpie, staryu, dodrio, farfetch'd",,0,,,11.3,3.74,99,1,0,0,slowbro,31
51,24662,"arbok, omastar, koffing, exeggutor, poliwrath, eevee",,0,,,24.23,5.86,12,17,71,0,gengar,65
52,25022,"vulpix, dodrio, doduo, dragonair, omastar, ninetales",,0,,,10.59,2.91,100,0,0,0,draw,48
53,29045,"nidoqueen, porygon, raticate, jolteon, diglett, hitmonchan",,0,,,13.24,5.32,67,17,16,0,lapras,34
54,25785,"kadabra, tauros, pidgey, ditto, golem, weezing",,0,,,14.97,7.64,83,2,14,1,slowbro,31
55,29094,"haunter, jolteon, venonat, gloom, marowak, vileplume",0.2391629297458893,8,33.45,4.54,18.59,5.9,19,4,62,7,gengar,43
56,29733,"nidorino, kingler, shellder, rattata, eevee, pidgey",,0,,,9.24,2.51,100,0,0,0,jynx,31
57,25754,"rhydon, mankey, diglett, doduo, rattata, krabby",,0,,,6.19,1.72,100,0,0,0,slowbro,53
58,24114,"flareon, lapras, tangela, ditto, weezing, seel",,0,,,25.41,8.38,32,47,20,1,machamp,32
59,28173,"electabuzz, rhyhorn, marowak, diglett, spearow, dodrio",,0,,,7.56,3.5,89,10,1,0,slowbro,39
60,27001,"sandslash, dragonite, diglett, zubat, parasect, charizard",,0,,,11.54,5.86,83,8,9,0,lapras,34
61,26641,"butterfree, golduck, machamp, electrode, dodrio, magikarp",,0,,,12.49,5.33,76,3,21,0,lapras,52
62,24907,"squirtle, gastly, gyarados, raticate, kabuto, charizard",0.043103448275862,1,23.2,,18.28,4.71,19,4,75,1,gengar,43
63,24575,"seel, parasect, charmeleon, dugtrio, lickitung, nidoqueen",,0,,,14.15,4.93,99,0,1,0,slowbro,37
64,28512,"ninetales, horsea, nidoking, dodrio, shellder, ditto",,0,,,11.34,3.12,99,1,0,0,jynx,51
65,28960,"pidgeot, charmander, slowbro, omastar, mew, wartortle",,0,,,33.23,9.86,50,3,46,1,lapras,39
66,29887,"dewgong, rattata, goldeen, dewgong, growlithe, seadra",,0,,,28.87,8.59,98,2,0,0,slowbro,37
67,25492,"fearow, gloom, staryu, ivysaur, staryu, porygon",,0,,,11.49,4.45,96,3,1,0,jynx,35
68,29352,"charizard, shellder, vileplume, gengar, spearow, kadabra",1.1106997408367272,30,27.01,3.22,18.13,5.62,15,6,43,6,gengar,29
69,25335,"blastoise, staryu, venusaur, dodrio, haunter, weepinbell",0.585746827204686,18,30.73,4.06,20.23,5.98,16,2,56,8,gengar,49
70,20819,"growlithe, sandshrew, abra, kangaskhan, machamp, sandslash",,0,,,17.12,6.34,41,2,57,0,haunter,46
71,26587,"magnemite, blastoise, exeggutor, vileplume, charmeleon, tangela",,0,,,21.43,6.58,30,10,60,0,gengar,49
72,26220,"lickitung, arcanine, farfetch'd, raticate, oddish, dratini",,0,,,10.56,2.89,95,5,0,0,jynx,52
73,22499,"arcanine, venusaur, poliwhirl, rhydon, krabby, seel",,0,,,14.6,5.06,85,1,14,0,lapras,43
74,27460,"fearow, alakazam, golbat, nidoran-m, gyarados, venomoth",0.0261780104712041,1,38.2,,13.98,6.04,75,5,15,4,lapras,47
75,27812,"magikarp, vulpix, golem, voltorb, oddish, jolteon",,0,,,10.0,3.81,87,7,6,0,lapras,44
76,29617,"geodude, magnemite, charmeleon, tentacruel, vaporeon, koffing",,0,,,14.6,5.2,84,7,9,0,lapras,64
77,25670,"grimer, primeape, marowak, dragonair, electabuzz, chansey",,0,,,13.51,5.35,87,10,3,0,jynx,40
78,20689,"dewgong, venomoth, kabuto, hypno, seadra, nidoran-m",,0,,,22.89,6.13,98,1,1,0,jynx,45
79,24030,"kadabra, golduck, lickitung, graveler, exeggcute, mr. mime",,0,,,12.42,4.99,88,5,7,0,jynx,33
80,28057,"sandshrew, lickitung, horsea, seel, shellder, kangaskhan",,0,,,16.22,6.13,91,3,6,0,lapras,32
81,24797,"kabutops, exeggutor, diglett, slowbro, cloyster, slowbro",,0,,,25.62,5.21,5,4,91,0,gengar,55
82,27125,"bulbasaur, dodrio, snorlax, seadra, charmeleon, dragonair",,0,,,21.97,9.23,55,20,25,0,lapras,22
83,27682,"ivysaur, jolteon, ditto, nidoran-m, magikarp, horsea",,0,,,10.93,4.52,100,0,0,0,slowbro,49
84,26765,"flareon, starmie, sandslash, mr. mime, nidorina, bellsprout",,0,,,13.35,5.0,91,3,6,0,slowbro,31
85,24451,"kabutops, muk, horsea, electrode, tentacool, tauros",,0,,,17.11,5.66,45,26,29,0,lapras,44
86,24823,"golduck, exeggutor, aerodactyl, seaking, geodude, victreebel",,0,,,20.4,6.77,26,7,67,0,gengar,49
87,28844,"mew, doduo, pidgeotto, marowak, hitmonlee, horsea",,0,,,15.46,4.72,98,0,2,0,slowbro,71
88,28436,"zubat, gloom, golbat, rattata, dodrio, sandshrew",,0,,,7.71,3.15,95,4,1,0,lapras,30
